order_id,order_date,customer_id,product_id,quantity,price_x,discount_pct,discount_value,shipping_cost,cost_of_goods_sold,revenue,profit,payment_method,marketing_channel,campaign,order_status,delivery_time_days,churn_risk_score,propensity_to_buy,customer_name,email,age,gender,city,state,acquisition_cost,product_category,product_name,price_y,cost_of_goods_sold_pct
O5483,2025-06-01,C1530,P2003,1,120.28,0.0,0.0,0.0,76.98,120.28,43.3,PayPal,Social (Instagram),,Delivered,3,0.7305414935577308,0.1799003440284046,Gustavo Lima,gustavo.lima530@example.com,27,Female,Belo Horizonte,PR,45.51,Electronics,Bluetooth Speaker,120.28,0.64
O5484,2025-09-10,C1399,P2014,1,251.75,0.0,0.0,0.0,108.25,251.75,143.5,Credit Card,Social (Instagram),,Delivered,2,0.7596176402742806,0.8570875304071884,Pedro Costa,pedro.costa399@example.com,52,Female,São Paulo,CE,28.15,Fashion,Sunglasses,251.75,0.43
O5485,2025-05-19,C1199,P2018,1,415.53,0.0,0.0,-5.0,241.01,420.53,169.52,Debit Card,Direct,,Delivered,4,0.2677109440573414,0.35699588745316113,Carla Carvalho,carla.carvalho199@example.com,40,Male,Porto Alegre,CE,27.08,Beauty,Lipstick,415.53,0.58
O5486,2025-04-08,C1176,P2019,1,249.17,0.1,24.92,5.0,114.62,229.25,104.63,Debit Card,Social (Facebook),Summer Sale,Returned,2,0.5634041895154333,0.8653985154174019,Bruno Barbosa,bruno.barbosa176@example.com,18,Male,Porto Alegre,SC,19.43,Beauty,Nail Polish,249.17,0.46
O5487,2025-03-01,C1348,P2011,1,50.3,0.0,0.0,18.0,36.72,68.3,-4.42,Credit Card,Paid Search,,Delivered,2,0.644789799155818,0.05673440392475526,Beatriz Nascimento,beatriz.nascimento348@example.com,48,Female,Porto Alegre,MG,10.89,Fashion,Jeans,50.3,0.73
O5488,2025-08-19,C1348,P2012,2,379.74,0.15,113.92,12.5,508.85,658.06,124.21,PayPal,Affiliate,,Delivered,3,0.391494861469885,0.8273048224511972,Beatriz Nascimento,beatriz.nascimento348@example.com,48,Female,Porto Alegre,MG,10.89,Fashion,Sneakers,379.74,0.67
O5489,2025-05-19,C1097,P2011,1,50.3,0.0,0.0,12.5,36.72,62.8,1.08,Credit Card,Email,Flash Sale,Cancelled,3,0.21109483765647608,0.8571177231259353,Lucas Souza,lucas.souza97@example.com,34,Female,Curitiba,RS,15.01,Fashion,Jeans,50.3,0.73
O5490,2025-03-06,C1102,P2009,1,214.64,0.0,0.0,18.0,137.37,232.64,59.27,Pix,Paid Search,Summer Sale,Delivered,5,0.955328384935141,0.07657816910417858,Daniel Fernandes,daniel.fernandes102@example.com,18,Female,Fortaleza,BA,27.65,Home,Kitchen Knife,214.64,0.64
O5491,2024-12-25,C1122,P2012,1,379.74,0.05,18.99,12.5,254.43,373.25,93.82,,Social (Facebook),,Delivered,2,0.4591474700838538,0.950061674985154,Ana Barbosa,ana.barbosa122@example.com,31,Female,Florianópolis,PE,34.98,Fashion,Sneakers,379.74,0.67
O5492,2025-09-23,C1329,P2016,1,335.99,0.0,0.0,0.0,188.15,335.99,147.84,Pix,Paid Search,,Delivered,4,0.9058113111276538,0.286115743449312,Isabela Rodrigues,isabela.rodrigues329@example.com,23,Female,Rio de Janeiro,CE,4.94,Beauty,Sunscreen,335.99,0.56
O5493,2025-04-14,C1598,P2018,1,415.53,0.1,41.55,-0.0,241.01,373.98,132.97,Boleto,Social (Facebook),,Delivered,5,0.20363526902891427,0.16320307114556476,Ana Costa,ana.costa598@example.com,63,Female,Salvador,BA,2.4,Beauty,Lipstick,415.53,0.58
O5494,2025-06-25,C1434,P2010,1,278.93,0.05,13.95,12.5,172.94,277.48,79.54,Boleto,Paid Search,Abandoned Cart,Returned,2,0.10227717115772883,0.7990203550466685,Laura Pereira,laura.pereira434@example.com,38,Male,Curitiba,RS,25.44,Fashion,T-Shirt,278.93,0.62
O5495,2025-08-09,C1389,P2022,2,212.64,0.1,42.53,18.0,255.17,400.75,109.58,Debit Card,Social (Facebook),,Delivered,2,0.08329407943810885,0.1305304440239341,Julia Carvalho,julia.carvalho389@example.com,38,Male,São Paulo,CE,13.37,Sports,Dumbbell Set,212.64,0.6
O5496,2025-09-24,C1568,P2022,1,212.64,0.0,0.0,12.5,127.58,225.14,72.56,,Social (Instagram),Holiday Promo,Delivered,4,0.9767284023538082,0.7516172219382425,Marina Gomes,marina.gomes568@example.com,69,Male,Curitiba,PR,26.67,Sports,Dumbbell Set,212.64,0.6
O5497,2025-06-28,C1047,P2003,1,120.28,0.0,0.0,12.5,76.98,132.78,30.8,Debit Card,Email,,Returned,4,0.4758294634613869,0.7637423163698559,Daniel Souza,daniel.souza47@example.com,63,Male,Belo Horizonte,SP,16.67,Electronics,Bluetooth Speaker,120.28,0.64
O5498,2025-04-01,C1154,P2013,2,373.0,0.0,0.0,18.0,537.12,764.0,190.88,Credit Card,Social (Instagram),New Launch,Delivered,3,0.5063510117327911,0.6542817873642532,Thiago Souza,thiago.souza154@example.com,30,Female,Rio de Janeiro,DF,36.85,Fashion,Backpack,373.0,0.72
O5499,2025-02-19,C1046,P2020,1,175.28,0.05,8.76,0.0,124.45,166.52,42.07,Debit Card,Social (Instagram),,Delivered,4,0.4615784448035337,0.1514615125289548,Sofia Barbosa,sofia.barbosa46@example.com,63,Male,Belo Horizonte,DF,17.88,Sports,Yoga Mat,175.28,0.71
O5500,2025-05-11,C1571,P2003,1,120.28,0.05,6.01,5.0,76.98,119.27,32.29,Boleto,Social (Facebook),,Returned,5,0.4891228640938583,0.4042812574909276,Julia Nascimento,julia.nascimento571@example.com,34,Female,Brasília,DF,18.11,Electronics,Bluetooth Speaker,120.28,0.64
O5501,2025-07-09,C1343,P2010,1,278.93,0.1,27.89,9.9,172.94,260.94,68.2,PayPal,Affiliate,Summer Sale,Delivered,3,0.5116724985506558,0.07532278859000596,Camila Santos,camila.santos343@example.com,50,Male,Florianópolis,PE,32.59,Fashion,T-Shirt,278.93,0.62
O5502,2025-06-13,C1000,P2008,1,122.69,0.0,0.0,12.5,46.62,135.19,63.57,Credit Card,Direct,,Delivered,3,0.4902159464892134,0.9350237279252974,Bruno Oliveira,bruno.oliveira0@example.com,56,Male,Recife,PR,9.49,Home,Cotton Bedsheet,122.69,0.38
O5503,2025-06-30,C1412,P2005,1,396.7,0.0,0.0,5.0,257.86,401.7,133.84,Credit Card,Paid Search,Summer Sale,Delivered,3,0.9865447360741881,0.8242848018899923,Daniel Rodrigues,daniel.rodrigues412@example.com,44,Male,Belo Horizonte,SP,41.5,Home,Ceramic Mug,396.7,0.65
O5504,2025-01-08,C1162,P2011,2,50.3,0.0,0.0,0.0,73.44,100.6,27.16,Debit Card,Direct,,Delivered,7,0.9685978017279367,0.376400421126886,Thiago Santos,thiago.santos162@example.com,68,Female,Brasília,CE,3.63,Fashion,Jeans,50.3,0.73
O5505,2025-03-27,C1580,P2014,1,251.75,0.0,0.0,18.0,108.25,269.75,125.5,Credit Card,Email,Holiday Promo,Delivered,3,0.368395817923596,0.6901993817594855,Marina Gomes,marina.gomes580@example.com,20,Male,Fortaleza,MG,13.88,Fashion,Sunglasses,251.75,0.43
O5506,2024-12-11,C1150,P2003,1,120.28,0.05,6.01,9.9,76.98,124.17,27.39,PayPal,Direct,New Launch,Delivered,3,0.019160118482938526,0.9041976522858546,Daniel Carvalho,daniel.carvalho150@example.com,55,Male,Pojto Alegre,PE,26.11,Electronics,Bluetooth Speaker,120.28,0.64
O5507,2024-12-16,C1371,P2013,2,373.0,0.0,0.0,0.0,537.12,746.0,208.88,PayPal,Paid Search,Holiday Promo,Delivered,7,0.07306434969782805,0.8578982295029784,Laura Lima,laura.lima371@example.com,38,Female,Fortaleza,PR,10.01,Fashion,Backpack,373.0,0.72
O5508,2025-04-09,C1009,P2000,1,203.97,0.0,0.0,9.9,130.54,213.87,63.53,Boleto,Direct,,Delivered,2,0.5942947147106438,0.4367667765417823,Eduardo Oliveira,eduardo.oliveira9@example.com,35,Male,Rio de Janeiro,SC,30.7,Electronics,Wireless Headphones,203.97,0.64
O5509,2024-12-02,C1118,P2020,1,175.28,0.0,0.0,9.9,124.45,185.18,40.93,Boleto,Social (Facebook),,Delivered,3,0.5034177538626707,0.2038336324877641,Rafael Lima,rafael.lima118@example.com,29,Female,Rao de Janeiro,SP,35.14,Sports,Yoga Mat,175.28,0.71
O5510,2025-08-11,C1422,P2015,1,283.3,0.0,0.0,9.9,184.14,293.2,89.26,Debit Card,Social (Instagram),New Launch,Delivered,5,0.5457868390827888,0.3801275991741335,Isabela Gomes,isabela.gomes422@example.com,32,Female,Belo Horizonte,DF,33.35,Beauty,Facial Cleanser,283.3,0.65
O5511,2025-04-28,C1057,P2024,1,201.01,0.0,0.0,5.0,106.54,206.01,89.47,Debit Card,Social (Facebook),Abandoned Cart,Delivered,3,0.09020403524220122,0.7474642401465701,Carla Santos,carla.santos57@example.com,22,Female,Salvador,RS,35.58,Sports,Fitness Tracker,201.01,0.53
O5512,2025-09-04,C1425,P2003,1,120.28,0.0,0.0,12.5,76.98,132.78,30.8,Boleto,Direct,New Launch,Delivered,3,0.6839699379155055,0.9182076768554166,Thiago Almeida,thiago.almeida425@example.com,44,Female,Salvador,RS,8.18,Electronics,Bluetooth Speaker,120.28,0.64
O5513,2025-01-24,C1306,P2008,1,122.69,0.0,0.0,9.9,46.62,132.59,66.17,Pix,Paid Search,,Cancelled,2,0.14580251899604646,0.597366350142473,Julia Santos,julia.santos306@example.com,42,Non-binary,Belo Horizonte,CE,21.41,Home,Cotton Bedsheet,122.69,0.38
O5514,2024-10-20,C1335,P2008,1,122.69,0.0,0.0,0.0,46.62,122.69,76.07,PayPal,Social (Facebook),New Launch,Delivered,5,0.8044913509532672,0.47341653122724203,Sofia Fernandes,sofia.fernandes335@example.com,52,Female,Salvador,CE,38.93,Home,Cotton Bedsheet,122.69,0.38
O5515,2025-04-09,C1120,P2016,1,335.99,0.1,33.6,5.0,188.15,307.39,109.24,Boleto,Paid Search,,Delivered,3,0.10328065533783015,0.9779528170043074,Ana Ramos,ana.ramos120@example.com,65,Female,Florianópolis,RS,37.92,Beauty,Sunscreen,335.99,0.56
O5516,2025-06-21,C1384,P2017,1,44.78,0.0,0.0,0.0,22.39,44.78,22.39,Pix,Paid Search,New Launch,Delivered,2,0.39311031201642,0.5449959699476781,Daniel Oliveira,daniel.oliveira384@example.com,52,Female,Brasília,RS,9.63,Beauty,Perfume,44.78,0.5
O5517,2025-09-28,C1090,P2020,1,175.28,0.0,0.0,5.0,124.45,180.28,45.83,Boleto,Affiliate,,Delivered,3,0.6748041447191346,0.28607469955944187,Pedro Nascimento,pedro.nascimento90@example.com,66,Female,São Paulo,BA,40.5,Sports,Yoga Mat,175.28,0.71
O5518,2024-11-02,C1137,P2016,1,335.99,0.0,0.0,18.0,188.15,353.99,129.84,Pix,Organic Search,,Cancelled,2,0.24370574633944808,0.501756566399433,Lucas Gomes,lucas.gomes137@example.com,22,Female,Rio de Janeiro,PE,14.22,Beauty,Sunscreen,335.99,0.56
O5519,2025-02-08,C1198,P2012,1,379.74,0.0,0.0,25.0,254.43,404.74,100.31,Debit Card,Organic Search,Holiday Promo,Delivered,2,0.6446991754768088,0.9866993947369147,Gustavo Santos,gustavo.santos198@example.com,32,Male,Brasília,MG,48.61,Fashion,Sneakers,379.74,0.67
O5520,2025-09-28,C1274,P2003,1,120.28,0.0,0.0,5.0,76.98,125.28,38.3,Pix,Email,,Returned,3,0.9844427049172816,0.027529572150895243,Daniel Gomes,daniel.gomes274@example.com,22,Female,Belo Horizonte,SC,25.04,Electronics,Bluetooth Speaker,120.28,0.64
O5521,2025-05-19,C1289,P2018,1,415.53,0.0,0.0,9.9,241.01,425.43,164.62,PayPal,Paid Search,,Pending,10,0.7384046325362168,0.2250127685326424,Paula Costa,paula.costa289@example.com,43,Male,Rio de Janeiro,BA,41.06,Beauty,Lipstick,415.53,0.58
O5522,2024-12-14,C1326,P2012,1,379.74,0.15,56.96,9.9,254.43,332.68,58.45,Credit Card,Direct,New Launch,Delivered,3,0.6777186497861237,0.9062862628292966,Isabela Nascimento,isabela.nascimento326@example.com,50,Male,São Paulo,BA,17.24,Fashion,Sneakers,379.74,0.67
O5523,2025-09-14,C1564,P2010,1,278.93,0.15,41.84,18.0,172.94,255.09,46.15,,Social (Instagram),,Delivered,4,0.7484330202239075,0.22373703330014172,Beatriz Costa,beatriz.costa564@example.com,42,Female,Belo Horizonte,DF,45.29,Fashion,T-Shirt,278.93,0.62
O5524,2025-04-19,C1417,P2009,1,214.64,0.15,32.2,0.0,137.37,182.44,45.07,Pix,Social (Facebook),,Delivered,2,0.5073569168620541,0.9117926736044625,Thiago Silva,thiago.silva417@example.com,50,Female,Porto Alegre,RJ,23.62,Home,Kitchen Knife,214.64,0.64
O5525,2025-09-01,C1109,P2008,1,122.69,0.0,0.0,0.0,46.62,122.69,76.07,Debit Card,Affiliate,Flash Sale,Delivered,2,0.2927576332126891,0.4940991236133284,Daniel Fernandes,daniel.fernandes109@example.com,68,Male,Rio de Janeiro,BA,32.56,Home,Cotton Bedsheet,122.69,0.38
O5526,2025-03-28,C1549,P2005,1,396.7,0.0,0.0,9.9,257.86,406.6,128.94,Boleto,Paid Search,,Delivered,2,0.08688514371647338,0.9231413074535016,Isabela Gomes,isabela.gomes549@example.com,31,Male,Porto Alegre,RS,21.95,Home,Ceramic Mug,396.7,0.65
O5527,2025-05-01,C1418,P2011,1,50.3,0.0,0.0,5.0,36.72,55.3,,PayPal,Email,,Delivered,3,0.9133119398860653,0.9025634987046388,Felipe Pereira,felipe.pereira418@example.com,28,Male,Salvador,SP,24.62,Fashion,Jeans,50.3,0.73
O5528,2025-02-17,C1350,P2017,1,44.78,0.05,2.24,12.5,22.39,55.04,7.65,Debit Card,Affiliate,Holiday Promo,Delivered,2,0.07246648152852275,0.8748916595413511,Lucas Souza,lucas.souza350@example.com,55,Female,São Paulo,PE,31.98,Beauty,Perfume,44.78,0.5
O5529,2025-07-31,C1493,P2006,1,20.98,0.0,0.0,12.5,9.44,33.48,-0.96,Debit Card,Email,Holiday Promo,Delivered,4,0.3307126680838861,0.8922071039756777,Camila Fernandes,camila.fernandes493@example.com,57,Female,Rio de Jakeiro,SC,24.96,Home,Throw Pillow,20.98,0.45
O5530,2024-11-19,C1025,P2016,1,335.99,0.0,0.0,0.0,188.15,335.99,147.84,Boleto,Paid Search,New Launch,Delivered,4,0.020635612509973922,0.9657454018790003,Carla Nascimento,carla.nascimento25@example.com,41,Male,Salvador,PE,19.45,Beauty,Sunscreen,335.99,0.56
O5531,2025-04-30,C1081,P2012,1,379.74,0.2,75.95,12.5,254.43,316.29,36.86,Pix,Email,,Delivered,3,0.7125905145028564,0.34026976938736353,Pedro Almeida,pedro.almeida81@example.com,40,Male,Fortaleza,PR,4.76,Fashion,Sneakers,379.74,0.67
O5532,2025-09-18,C1127,P2012,2,379.74,0.15,113.92,25.0,508.85,670.56,111.71,Debit Card,Direct,Holiday Promo,Delivered,2,0.1740925887460819,0.8730087826736064,Thiago Souza,thiago.souza127@example.com,25,Male,Belo Horizonte,SC,19.43,Fashion,Sneakers,379.74,0.67
O5533,2025-06-21,C1197,P2007,1,108.27,0.2,21.65,18.0,49.8,104.62,18.82,Credit Card,Direct,Holiday Promo,Pending,2,0.1892952072497872,0.9803512307726714,Rafael Pereira,rafael.pereira197@example.com,24,Non-binary,Florianópolis,PR,17.02,Home,LED Lamp,108.27,0.46
O5534,2024-11-30,C1239,P2021,2,304.91,0.0,0.0,0.0,402.48,609.82,207.34,Pix,Organic Search,Summer Sale,Delivered,4,0.6377621653214727,0.9337276550653167,Pedro Fernandes,pedro.fernandes239@example.com,42,Male,Rio de Janeiro,PE,11.78,Sports,Running Shorts,304.91,0.66
O5535,2025-02-04,C1588,P2017,3,44.78,0.05,6.72,9.9,67.17,137.52,50.55,PayPal,Direct,,Pending,3,0.6556432678508015,0.30010489004482954,Bruno Gomes,bruno.gomes588@example.com,58,Male,Florianópolis,RS,18.63,Beauty,Perfume,44.78,0.5
O5536,2025-01-04,C1377,P2024,1,201.01,0.15,30.15,9.9,106.54,180.76,54.42,PayPal,Affiliate,Abandoned Cart,Delivered,2,0.7708593197136955,0.7344764574065512,Laura Pereira,laura.pereira377@example.com,66,Female,Rio de Janeiro,RS,40.47,Sports,Fitness Tracker,201.01,0.53
O5537,2025-05-29,C1187,P2021,1,304.91,0.1,30.49,5.0,201.24,279.42,68.18,PayPal,Affiliate,,Delivered,3,0.38218346825991345,0.7403814851333068,Gustavo Almeida,gustavo.almeida187@example.com,43,Female,Recife,RS,16.26,Sports,Running Shorts,304.91,0.66
O5538,2024-11-23,C1259,P2016,1,335.99,0.1,33.6,12.5,188.15,314.89,101.74,Credit Card,Paid Search,,Delivered,3,0.9292984718165515,0.8457453829254881,Isabela Rodrigues,isabela.rodrigues259@example.com,32,Female,São Paulo,PR,37.65,Beauty,Sunscreen,335.99,0.56
O5539,2024-12-10,C1568,P2007,1,108.27,0.0,0.0,12.5,49.8,120.77,45.97,,Paid Search,Flash Sale,Delivered,3,0.4239668450557832,0.39246229686200873,Marina Gomes,marina.gomes568@example.com,69,Male,Curitiba,PR,26.67,Home,LED Lamp,108.27,0.46
O5540,2025-10-11,C1177,P2019,1,249.17,0.05,12.46,18.0,114.62,254.71,104.09,Boleto,Direct,Abandoned Cart,Delivered,2,0.9450263582352917,0.9444217516815187,Paula Souza,paula.souza177@example.com,29,Male,Curitiba,BA,19.41,Beauty,Nail Polish,249.17,0.46
O5541,2025-09-02,C1531,P2018,1,415.53,0.0,0.0,5.0,241.01,420.53,169.52,PayPal,Email,,Delivered,2,0.7124918768455092,0.2014032057360976,Paula Barbosa,paula.barbosa531@example.com,48,Male,São Paulo,SP,18.19,Beauty,Lipstick,415.53,0.58
O5542,2025-05-29,C1033,P2004,1,54.76,0.05,2.74,12.5,23.55,64.52,15.97,Debit Card,Email,,Delivered,3,0.6019314281767614,0.3691417864052797,Rafael Fernandes,rafael.fernandes33@example.com,58,Male,Fortaleza,RJ,34.43,Electronics,Smartwatch,54.76,0.43
O5543,2025-05-04,C1224,P2012,1,379.74,0.0,0.0,5.0,254.43,384.74,120.31,Pix,Direct,Abandoned Cart,Delivered,4,0.3170732027927484,0.8858390682686285,Camila Nascimento,camila.nascimento224@example.com,44,Male,Fortaleza,PR,43.85,Fashion,Sneakers,379.74,0.67
O5544,2025-06-09,C1424,P2010,1,278.93,0.0,0.0,18.0,172.94,296.93,87.99,Pix,Social (Facebook),Summer Sale,Returned,4,0.8976038938751326,0.030356766983702377,Daniel Fernandes,daniel.fernandes424@example.com,32,Female,São Paulo,BA,28.9,Fashion,T-Shirt,278.93,0.62
O5545,2024-10-20,C1082,P2009,1,214.64,0.0,0.0,9.9,137.37,224.54,67.37,Pix,Email,Flash Sale,Delivered,7,0.4712449101464229,0.9084929700257535,Marina Ramos,marina.ramos82@example.com,48,Female,Belo Horizonte,CE,35.88,Home,Kitchen Knife,214.64,0.64
O5546,2025-05-03,C1010,P2006,1,20.98,0.0,0.0,12.5,9.44,33.48,-0.96,,Paid Search,,Delivered,4,0.562746630627441,0.4407877904073936,Daniel Souza,daniel.souza10@example.com,65,Female,Fortaleza,DF,42.54,Home,Throw Pillow,20.98,0.45
O5547,2025-02-07,C1275,P2012,1,379.74,0.2,75.95,12.5,254.43,316.29,36.86,Boleto,Social (Facebook),,Delivered,10,0.12596884422871113,0.8092815236831977,Julia Pereira,julia.pereira275@example.com,60,Female,Brasília,RJ,29.85,Fashion,Sneakers,379.74,0.67
O5548,2025-01-03,C1116,P2011,1,50.3,0.0,0.0,9.9,36.72,60.2,3.68,Pix,Affiliate,Holiday Promo,Delivered,7,0.8951231322062589,0.6182737628857308,Beatriz Oliveira,beatriz.oliveira116@example.com,20,Female,Rio de Janeiro,SC,41.45,Fashion,Jeans,50.3,0.73
O5549,2025-01-12,C1119,P2022,1,212.64,0.0,0.0,12.5,127.58,225.14,72.56,Pix,Affiliate,,Delivered,4,0.266353686190656,0.39250106387527606,Rafael Oliveira,rafael.oliveira119@example.com,26,Female,Brasília,BA,43.93,Sports,Dumbbell Set,212.64,0.6
O5550,2025-04-23,C1392,P2012,1,379.74,0.1,37.97,12.5,254.43,354.27,74.84,Boleto,Social (Facebook),Summer Sale,Delivered,2,0.8582221612649407,0.30978498683723865,Camila Almeida,camila.almeida392@example.com,22,Male,Florianópolis,PR,24.27,Fashion,Sneakers,379.74,0.67
O5551,2025-02-15,C1235,P2018,1,415.53,0.0,0.0,5.0,241.01,420.53,169.52,PayPal,Email,Holiday Promo,Delivered,3,0.5424056459075224,0.2891637690803822,Daniel Barbosa,daniel.barbosa235@example.com,46,Male,Porto Alegre,RJ,13.04,Beauty,Lipstick,415.53,0.58
O5552,2024-12-08,C1172,P2017,1,44.78,0.05,2.24,5.0,22.39,47.54,15.15,Pix,Paid Search,,Delivered,2,0.47287283497016785,0.1346118706267606,Ana Carvalho,ana.carvalho172@example.com,68,Male,Recife,RJ,49.46,Beauty,Perfume,44.78,0.5
O5553,2025-07-05,C1446,P2001,1,18.94,0.0,0.0,5.0,11.17,23.94,2.77,Boleto,Social (Facebook),,Cancelled,3,0.7933852763298134,0.28401008504045044,Felipe Almeida,felipe.almeida446@example.com,58,Female,Curitiba,SP,7.46,Electronics,Smartphone Case,18.94,0.59
O5554,2025-03-09,C1300,P2022,1,212.64,0.0,0.0,12.5,127.58,225.14,72.56,PayPal,Affiliate,,Delivered,4,0.8008138147587031,0.44994187880338155,Ana Costa,ana.costa300@example.com,26,Male,Florianópolis,PE,42.31,Sports,Dumbbell Set,212.64,0.6
O5555,2025-03-31,C1029,P2001,1,18.94,0.0,0.0,12.5,11.17,31.44,-4.73,Boleto,Direct,Flash Sale,Delivered,3,0.9853988443155796,0.4607681104659941,Eduardo Barbosa,eduardo.barbosa29@example.com,23,Female,Porto Alegre,CE,13.41,Electronics,Smartphone Case,18.94,0.59
O5556,2025-10-01,C1061,P2010,1,278.93,0.0,0.0,9.9,172.94,288.83,96.09,Debit Card,Direct,Flash Sale,Delivered,4,0.30783144801416196,0.6328898152399607,Sofia Ramos,sofia.ramos61@example.com,51,Female,Salvador,DF,15.44,Fashion,T-Shirt,278.93,0.62
O5557,2024-12-26,C1472,P2024,1,201.01,0.05,10.05,0.0,106.54,190.96,84.42,Debit Card,Organic Search,,Delivered,2,0.7298565458082236,0.09320687869401012,Gustavo Silva,gustavo.silva472@example.com,40,Female,Florianópolis,RJ,11.34,Sports,Fitness Tracker,201.01,0.53
O5558,2025-02-08,C1266,P2010,1,278.93,0.15,41.84,5.0,172.94,242.09,59.15,Debit Card,Social (Instagram),Holiday Promo,Delivered,7,0.42090936569670034,0.11122506146178734,Mateus Ramos,mateus.ramos266@example.com,56,Female,Rio de Janeiro,CE,20.77,Fashion,T-Shirt,278.93,0.62
O5559,2025-09-15,C1149,P2014,1,251.75,0.0,0.0,5.0,108.25,256.75,138.5,,Email,New Launch,Delivered,4,0.24407951983536103,0.49010679384033873,Lucas Gomes,lucas.gomes149@example.com,21,Male,Florianópolis,PR,18.42,Fashion,Sunglasses,251.75,0.43
O5560,2025-05-16,C1593,P2010,1,278.93,0.05,13.95,25.0,172.94,289.98,67.04,Boleto,Affiliate,,Cancelled,3,0.9788079211321276,0.19217567134974023,Rafael Almeida,rafael.almeida593@example.com,20,Female,Florianópolis,DF,31.28,Fashion,T-Shirt,278.93,0.62
O5561,2024-10-19,C1542,P2001,1,18.94,0.1,1.89,25.0,11.17,42.05,-19.12,Boleto,Social (Instagram),Flash Sale,Delivered,2,0.8949915819544859,0.45715984611320437,Sofia Oliveira,sofia.oliveira542@example.com,64,Female,Fortaleza,SP,29.12,Electronics,Smartphone Case,18.94,0.59
O5562,2024-10-20,C1525,P2020,1,175.28,0.0,0.0,9.9,124.45,185.18,40.93,Pix,Social (Facebook),Abandoned Cart,Delivered,7,0.13297073338739396,0.819784267273135,Rafael Gomes,rafael.gomes525@example.com,49,Male,São Paulo,CE,23.98,Sports,Yoga Mat,175.28,0.71
O5563,2024-10-29,C1156,P2017,1,44.78,0.1,4.48,18.0,22.39,58.3,-0.09,Boleto,Direct,Summer Sale,Cancelled,4,0.13557995665901668,0.007069321751813407,Lucas Santos,lucas.santos156@example.com,59,Male,Florianópolis,DF,37.35,Beauty,Perfume,44.78,0.5
O5564,2025-01-01,C1088,P2000,1,203.97,0.05,10.2,5.0,130.54,198.77,58.23,Credit Card,Paid Search,,Delivered,2,0.26796943107053495,0.7733472782057339,Julia Santos,julia.santos88@example.com,36,Female,Belo Horizonte,RJ,4.7,Electronics,Wireless Headphones,203.97,0.64
O5565,2025-09-22,C1188,P2009,1,214.64,0.1,21.46,18.0,137.37,211.18,37.81,Credit Card,Social (Instagram),,Delivered,2,0.6593690510977595,0.5422642187552106,Beatriz Barbosa,beatriz.barbosa188@example.com,52,Male,Fortaleza,PE,37.16,Home,Kitchen Knife,214.64,0.64
O5566,2025-04-23,C1087,P2012,1,379.74,0.15,56.96,9.9,254.43,332.68,58.45,Pix,Email,,Delivered,3,0.42159995101561454,0.7131161796369637,Isabela Lima,isabela.lima87@example.com,23,Male,Belo Horizonte,BA,13.94,Fashion,Sneakers,379.74,0.67
O5567,2025-05-26,C1587,P2019,1,249.17,0.2,49.83,9.9,114.62,209.24,74.82,Boleto,Organic Search,,Pending,4,0.2778533501766469,0.02682442276929653,Bruno Almeida,bruno.almeida587@example.com,46,Male,Rio de Janeiro,BA,48.99,Beauty,Nail Polish,249.17,0.46
O5568,2025-05-19,C1571,P2007,2,108.27,0.05,10.83,12.5,99.61,218.21,93.6,Pix,Direct,Summer Sale,Delivered,5,0.6216763770314133,0.8504676260733864,Julia Nascimento,julia.nascimento571@example.com,34,Female,Brasília,DF,18.11,Home,LED Lamp,108.27,0.46
O5569,2024-11-15,C1234,P2000,1,203.97,0.0,0.0,12.5,130.54,216.47,60.93,Boleto,Social (Instagram),,Cancelled,3,0.7785724476413852,0.9059642919733604,Bruno Pereira,bruno.pereira234@example.com,51,Non-binary,São Paulo,MG,9.85,Electronics,Wireless Headphones,203.97,0.64
O5570,2025-05-17,C1206,P2001,1,18.94,0.05,0.95,5.0,11.17,22.99,1.82,Pix,Paid Search,,Delivered,2,0.8929339392213064,0.5091734344680521,Bruno Barbosa,bruno.barbosa206@example.com,27,Female,Fortaleza,RS,13.46,Electronics,Smartphone Case,18.94,0.59
O5571,2025-07-26,C1341,P2018,1,415.53,0.2,83.11,18.0,241.01,350.42,73.41,Boleto,Affiliate,Summer Sale,Delivered,5,0.7237397403374648,0.8518245713218546,Beatriz Barbosa,beatriz.barbosa341@example.com,46,Female,Curitiba,SC,47.86,Beauty,Lipstick,415.53,0.58
O5572,2025-08-10,C1336,P2012,1,379.74,0.05,18.99,18.0,254.43,378.75,88.32,PayPal,Direct,,Delivered,2,0.9416058038411028,0.2658255092370009,Isabela Almeida,isabela.almeida336@example.com,19,Female,Curitiba,BA,29.94,Fashion,Sneakers,379.74,0.67
O5573,2025-03-18,C1261,P2006,1,20.98,0.0,0.0,12.5,9.44,33.48,-0.96,Debit Card,Social (Instagram),,Delivered,3,0.0980240451180171,0.4831244354040871,Marina Silva,marina.silva261@example.com,58,Female,Curitiba,RJ,43.92,Home,Throw Pillow,20.98,0.45
O5574,2025-09-16,C1428,P2018,1,415.53,0.1,41.55,12.5,241.01,386.48,120.47,PayPal,Paid Search,,Delivered,3,0.08012745512860198,0.9107552140623735,Beatriz Carvalho,beatriz.carvalho428@example.com,59,Male,Porto Alegre,CE,28.84,Beauty,Lipstick,415.53,0.58
